,NAME,LAT,LONG,CR1003I,CR1003V,CR1005V,CR1007V,CR1008V,CR1010V,CR1015V,CR2001V,CR2009V,CR2010I,CR2011I,DE1001V,DE1002V,DE1003I,DE1003V,DE1025I,DE1025V,DE1026V,DE1027V,DE1028I,DE1028V,DE1029V,DE1030V,DE1040I,DE1040V,DE1041V,DE1042V,DE1046I,DE1046V,DE1047V,DE1048V,DE1049I,DE1049V,DE1050V,DE1051V,DE1055I,DE1055V,DE1056V,DE1057I,DE1057V,DE1058I,DE1058V,DE1059I,DE1059V,DE1060I,DE1060V,DE1061I,DE1061V,DE1062V,DE1063V,DE1064I,DE1064V,DE1065V,DE1066V,DE1073I,DE1073V,DE1074V,DE1075V,DE1076I,DE1076V,DE1077V,DE1078V,DE1079V,DE1084I,DE1085I,DE2001I,DE2001V,DE2002I,DE2002V,DE2003I,DE2003V,DE2007I,DE2008I,DE2008V,DE2009I,DE2009V,DE2010V,DE2011V,DE2012V,DE3001V,DE3002I,DE3002V,DE3004I,DE3005I,DE3005V,DE3008I,DE3008V,DE3011I,DE3011V,DE3016I,DE3017V,EC1001I,EC1001V,EC1002I,EC1002V,EC1003I,EC1003V,EC1010V,EC1011I,EC1011V,EC1012I,EC1012V,EC1020I,EC1145V,EC1146V,EC1147V,EC1174V,EC1175V,EC1176V,EC1177V,EC1178V,EC1179V,EC1180V,EC1181V,EC1182V,EC2008V,EC2009V,EC2020V,EC2021V,EC2022V,EC2032V,EC2033V,EC2034V,EC2035V,EC2036V,EC2037V,EC2038V,EC3039V,EC3040V,EC3064V,EC3065V,EN1002V,EN1003V,EN1004V,EN1005V,EN2002V,EN2003V,EN2005V,EN2025V,EN2026V,EN2027V,EN3003V,EN3010V,EN3011V,EN3012V,EN3013V,EN4008V,EN5200V,EN5201V,EN5202V,EN5203V,EN5204V,EN5205V,EN5206V,EN5207V,SA1001V,SA1004V,SA1005V,SA1007I,SA1007V,SA1008I,SA1008V,SA1012V,SA1025V,SA1029V,SA1050V,SA1051V,SA2004I,SA2004V,SA2007I,SA2007V,SA2013V,SA2016V,SA2017V,SA2018V,SA2019V,SA2020V,SA2021V,SA2029I,SA3005V,TE1001I,TE1001V,TE1026I,TE1026V,TE1027V,TE1028V,TE1039V,TE1040V,TE1041V,TE2025V,TE2028I,TE2028V,TE2031I,TE2031V,TT1057I,TT1057V,TT1060I,TT1060V,TT1064V,TT1065V,TT1079V,TT1080V,TT1081V
75,Heidelberg,8.681247,49.412388,3.0,423.0,1809484.5,1749492.0,2.0,3.0,5.0,1076574.0,6159.0,42.0,7.0,147312.0,69680.0,111.4,77632.0,10.4,15383.0,7536.0,7847.0,8.7,12828.0,6036.0,6792.0,4.1,5995.0,3062.0,2933.0,4.2,6173.0,3075.0,3098.0,9.6,14101.0,5906.0,8195.0,7.7,11300.0,4059.0,178.4,7241.0,46.2,26702.0,22.3,12536.0,24.0,14166.0,0.6,21718.0,10779.0,10939.0,15.5,22827.0,11451.0,11376.0,18.1,39.7,5050.0,2583.0,14.7,2467.0,5235.0,2657.0,2578.0,3.4,3.6,83.0,121663.0,7.0,10500.0,10.0,15100.0,17.0,74.0,109400.0,26.0,37900.0,12600.0,24100.0,25649.0,130387.09677419355,46.0,50800.0,2.0,4.290322580645161,2400.0,14.021505376344086,9300.0,17.892473118279568,12800.0,19.0,146000.0,50.0,65200.0,53.0,32800.0,47.0,32400.0,3100.0,5.0,1700.0,4.0,1300.0,5.0,8500.0,4300.0,4200.0,63500.0,31900.0,31500.0,60600.0,30300.0,30300.0,8200.0,4100.0,4000.0,500.0,12100.0,108600.0,7621.0,2200.0,18600.0,3800.0,2900.0,1000.0,17400.0,44200.0,5900.0,18900.0,27200.0,55.0,22.0,5.17,20.2,3.2,599.2,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,9056300.0,2.43,100.0,100.0,100.0,65.05,2.71,10.29,8.81,5.02,0.98,3.38,24.08,44.73,75698.0,14372.0,61326.0,26.365591397849464,28468.817204301075,73.12903225806451,101426.8817204301,2994.0,7492.692307692308,36.0,563333.0,165690.0,3.0,4.0,9.0,1306.0,45.0,171.0,113.0,58.0,1117.0,512.0,605.0,8.0,2.0,567.0,3400.0,237.0,34908.0,14955.0,19953.0,9.0,9.75,7.0,8400.0,37.0,32000.0,49.0,42500.0,309.78,45635.0,0.34,5.0,55323.0,17217.0,121.0,58.5,11.5
76,Paderborn,8.740642,51.718539,25.0,3599.0,1809484.5,233370.0,1.0,15.0,6.0,247914.0,1823.0,12.0,2.0,146283.0,71934.0,103.4,74349.0,10.7,15599.0,7675.0,7924.0,8.8,12815.0,5919.0,6896.0,4.7,6849.0,3518.0,3331.0,5.6,8247.0,4135.0,4112.0,7.9,11529.0,5684.0,5845.0,7.4,10864.0,3939.0,175.8,6925.0,57.3,21539.0,31.8,11105.0,25.5,10434.0,0.7,21282.0,10778.0,10504.0,15.8,23048.0,11658.0,11390.0,14.7,39.8,6944.0,3558.0,14.5,3386.0,7567.0,3965.0,3602.0,4.7,5.2,91.0,132986.0,4.0,5300.0,5.0,8000.0,9.0,78.0,114000.0,22.0,32600.0,9800.0,22800.0,13297.0,71400.0,39.0,28000.0,2.0,4.0,3000.0,14.0,9800.0,21.0,14900.0,20.0,143500.0,59.0,73600.0,67.0,40500.0,52.0,33100.0,4800.0,7.0,2800.0,6.0,2000.0,7.0,10700.0,6000.0,4600.0,71800.0,39500.0,32300.0,67200.0,36800.0,30400.0,10000.0,5600.0,4400.0,100.0,16700.0,93000.0,14231.81111111111,3200.0,20100.0,6600.0,1900.0,700.0,12200.0,24500.0,6900.0,22300.0,27600.0,56.0,21.0,4.8,17.9,2.1,768.7,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.41,100.0,100.0,99.14888888888889,129.90352272727273,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,71913.0,28105.0,43808.0,38.0,27100.0,60.0,42900.0,4718.0,7492.692307692308,32.0,320000.0,87500.0,6.0,8.0,10.0,1431.0,37.0,189.0,122.0,67.0,1134.0,532.0,602.0,8.0,2.0,409.0,2800.0,127.0,18613.0,9595.0,9018.0,9.0,9.75,7.0,10800.0,54.0,44000.0,27.0,22200.0,429.99,62900.0,0.21,3.0,34720.0,15932.0,97.0,51.5,10.4
77,Würzburg,9.941828,49.784984,16.0,2116.0,1809484.5,533518.0,2.0,19.0,4.0,719452.0,4146.0,31.0,5.0,133799.0,62401.0,114.4,71398.0,10.1,13447.0,6296.0,7151.0,9.7,12924.0,5691.0,7233.0,3.4,4530.0,2311.0,2219.0,4.1,5510.0,2627.0,2883.0,11.0,14717.0,6131.0,8586.0,9.5,12718.0,4352.0,192.2,8366.0,49.4,23916.0,20.8,12142.0,28.6,11774.0,0.5,16644.0,8326.0,8318.0,15.6,20844.0,10154.0,10690.0,17.9,41.0,4112.0,2120.0,12.4,1992.0,4437.0,2251.0,2186.0,3.1,3.3,87.0,116822.0,4.0,5000.0,9.0,11900.0,13.0,80.0,106500.0,20.0,27300.0,7300.0,27100.0,16977.0,76700.0,57.0,43700.0,2.0,3.0,2200.0,15.0,11400.0,13.0,10300.0,21.0,131200.0,54.0,65600.0,60.0,33300.0,50.0,32300.0,2900.0,5.0,1500.0,4.0,1300.0,4.0,9400.0,4600.0,4700.0,63600.0,32200.0,31400.0,60900.0,30800.0,30100.0,8900.0,4400.0,4500.0,1100.0,11400.0,111700.0,7306.0,2600.0,24900.0,3600.0,3300.0,1400.0,14000.0,43300.0,6000.0,19600.0,25800.0,54.0,22.0,5.4,19.1,1.4,519.6,6.0,0.0,19.58360655737705,2750.0,29.4,22.13606557377049,8252300.0,2.43,100.0,100.0,99.0,67.75,3.64,16.76,11.29,6.51,0.68,9.41,30.46,21.25,74409.0,16042.0,58367.0,23.0,17300.0,76.0,58400.0,2730.0,7492.692307692308,237.0,342500.0,103250.0,2.0,2.0,7.0,995.0,43.0,196.0,118.0,78.0,1400.0,599.0,801.0,10.0,3.0,486.0,2200.0,222.0,29639.0,13201.0,16438.0,9.0,9.75,7.0,7000.0,47.0,35000.0,37.0,27800.0,362.83,48546.0,0.45,6.0,50833.0,14144.0,22.0,40.1,10.1
78,Recklinghausen,7.214087,51.586044,13.0,1507.0,1809484.5,8210.0,0.0,6.0,3.0,98882.0,781.0,7.0,1.0,118365.0,57254.0,106.7,61111.0,13.5,15941.0,7899.0,8042.0,10.7,12723.0,5910.0,6813.0,3.8,4548.0,2314.0,2234.0,5.5,6464.0,3341.0,3123.0,5.8,6869.0,3554.0,3315.0,10.1,11971.0,4397.0,172.3,7574.0,65.0,13554.0,30.6,6750.0,34.4,6804.0,-0.6,16400.0,8220.0,8180.0,16.0,18981.0,9237.0,9744.0,11.5,44.7,5040.0,2638.0,13.9,2402.0,5874.0,2994.0,2880.0,4.3,5.0,90.0,106195.0,2.0,2400.0,8.0,9800.0,10.0,81.0,96200.0,18.0,21800.0,6400.0,15400.0,12170.0,57700.0,42.0,24100.0,2.0,4.0,2300.0,16.0,9000.0,20.0,11800.0,19.0,117100.0,55.0,56900.0,64.0,31500.0,47.0,25400.0,5800.0,11.0,3600.0,8.0,2100.0,10.0,9200.0,5200.0,4000.0,55600.0,30700.0,24800.0,50100.0,27300.0,22800.0,8400.0,4700.0,3700.0,200.0,5200.0,49700.0,14231.81111111111,3200.0,11200.0,600.0,2100.0,400.0,6000.0,18000.0,2900.0,20900.0,25000.0,62.0,23.0,4.9,17.7,3.0,774.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.56,100.0,100.0,99.14888888888889,129.90352272727273,5.17,22.37,10.4,8.55,1.23,9.95,35.08,7.26,61651.0,18954.0,42697.0,27.0,15700.0,76.0,43600.0,11062.385714285714,7492.692307692308,334.8,270000.0,105000.0,2.0,2.0,7.0,839.0,67.0,262.0,165.0,97.0,1452.0,683.0,769.0,12.0,2.0,440.0,2000.0,17.0,2015.0,1203.0,812.0,9.0,9.75,7.0,15700.0,59.0,38600.0,17.0,11100.0,465.51,55100.0,0.08,1.0,20490.0,22925.0,142.0,61.1,10.0
79,Wolfsburg,10.759152,52.423458,22.0,2686.0,1809484.5,437260.0,0.0,13.0,6.0,505009.0,3533.0,29.0,4.0,121451.0,59660.0,103.6,61791.0,12.0,14567.0,7226.0,7341.0,12.7,15477.0,7125.0,8352.0,4.1,5012.0,2574.0,2438.0,4.9,5974.0,3064.0,2910.0,6.1,7453.0,3851.0,3602.0,10.8,13071.0,5197.0,151.5,7874.0,69.4,15696.0,29.6,8165.0,39.8,7531.0,0.3,15916.0,8018.0,7898.0,14.9,18057.0,9163.0,8894.0,12.9,44.7,5007.0,2564.0,13.1,2443.0,5221.0,2713.0,2508.0,4.1,4.3,88.0,107209.0,7.0,8600.0,5.0,5700.0,12.0,71.0,86800.0,29.0,34700.0,24300.0,10400.0,14242.0,57500.0,35.0,20300.0,2.0,4.0,2300.0,13.0,7400.0,22.0,12500.0,18.0,121000.0,59.0,62300.0,69.0,35500.0,49.0,26800.0,3000.0,5.0,1600.0,5.0,1400.0,5.0,9300.0,5600.0,3700.0,60800.0,34700.0,26100.0,58000.0,33200.0,24800.0,8900.0,5400.0,3500.0,600.0,58500.0,121400.0,3330.0,2100.0,13900.0,2400.0,700.0,900.0,25300.0,13000.0,4000.0,26500.0,30700.0,58.0,11.0,5.1,18.2,1.0,503.0,13.0,0.0,15.0,3583.0,18.9,18.2,8284000.0,1.74,100.0,100.0,99.8,70.99,1.32,11.35,6.39,3.26,1.35,3.49,46.04,26.8,63912.0,23764.0,40148.0,41.0,23300.0,59.0,33900.0,1901.0,946.0,63.0,326574.56842105265,102941.5625,5.0,5.0,8.0,1004.0,42.0,190.0,122.0,68.0,1315.0,620.0,695.0,11.0,5.0,499.0,2500.0,25.0,2977.0,2036.0,941.0,9.0,9.75,7.0,11900.0,57.0,36400.0,24.0,15700.0,392.21,47634.0,0.49,6.0,67357.0,7526.0,166.0,55.0,10.2
80,Bremerhaven,8.589778,53.553611,12.0,1383.0,1809484.5,446995.0,1.0,3.0,4.0,375884.0,2463.0,22.0,3.0,113366.0,56295.0,101.4,57071.0,13.2,14933.0,7364.0,7569.0,12.0,13631.0,6563.0,7068.0,4.2,4732.0,2448.0,2284.0,5.3,5968.0,3082.0,2886.0,6.8,7725.0,3927.0,3798.0,10.0,11310.0,4177.0,170.8,7133.0,67.3,13069.0,30.5,6955.0,36.8,6114.0,-0.6,14736.0,7902.0,6834.0,15.3,17296.0,8756.0,8540.0,11.5,44.8,4670.0,2391.0,13.0,2279.0,5296.0,2730.0,2566.0,4.1,4.7,89.0,101319.0,3.0,3900.0,7.0,8100.0,11.0,79.0,89400.0,21.0,24000.0,7400.0,17700.0,12047.0,62600.0,50.0,31100.0,2.0,4.0,2200.0,18.0,11300.0,13.0,8300.0,27.0,112100.0,55.0,53800.0,61.0,29500.0,49.0,24300.0,6300.0,13.0,3900.0,10.0,2400.0,12.0,9900.0,5400.0,4600.0,52600.0,28800.0,23700.0,46600.0,25100.0,21400.0,9100.0,4900.0,4200.0,100.0,8400.0,62200.0,4092.0,2900.0,19600.0,900.0,1300.0,700.0,8600.0,16100.0,3500.0,17800.0,23100.0,63.0,27.0,4.4,17.3,1.9,738.9,12.0,0.0,11.0,2113.0,22.8,21.1,6637000.0,1.97,100.0,100.0,99.8,56.66,5.08,17.78,9.93,12.07,3.74,10.04,30.01,11.35,64566.0,16738.0,47828.0,29.0,18300.0,72.0,44900.0,1490.0,7492.692307692308,334.8,165000.0,63000.0,5.0,5.0,8.0,938.0,61.0,241.0,155.0,86.0,1448.0,716.0,732.0,13.0,0.0,380.0,1800.0,26.0,2938.0,1912.0,1026.0,9.0,9.75,7.0,14200.0,54.0,32200.0,20.0,12200.0,347.31,39373.0,0.18,2.0,24686.0,6212.0,180.0,42.5,9.3
81,Bottrop,6.943227,51.52873,1.0,80.0,1809484.5,20248.0,0.0,13.0,4.0,76782.0,767.0,7.0,1.0,116771.0,56356.0,107.2,60415.0,13.3,15581.0,7524.0,8057.0,11.0,12808.0,5942.0,6866.0,3.8,4379.0,2254.0,2125.0,5.6,6524.0,3366.0,3158.0,5.8,6787.0,3507.0,3280.0,10.0,11629.0,4094.0,184.0,7535.0,65.4,12471.0,30.8,6301.0,34.6,6170.0,-0.4,16265.0,8197.0,8068.0,16.7,19484.0,9655.0,9829.0,10.7,45.0,5014.0,2543.0,13.9,2471.0,5829.0,2973.0,2856.0,4.3,5.0,91.0,106169.0,2.0,2500.0,7.0,8100.0,9.0,85.0,99700.0,15.0,17100.0,3400.0,13700.0,10602.0,56300.0,38.0,21200.0,2.0,4.0,2300.0,16.0,9000.0,20.0,11400.0,20.0,116200.0,55.0,56200.0,64.0,31300.0,47.0,24900.0,3800.0,8.0,2400.0,5.0,1300.0,7.0,9100.0,5200.0,3900.0,54800.0,30500.0,24300.0,51200.0,28200.0,23000.0,8600.0,4900.0,3700.0,800.0,9800.0,44900.0,4267.0,2700.0,10900.0,500.0,800.0,300.0,5200.0,10000.0,3900.0,22300.0,26700.0,63.0,19.0,4.9,17.6,2.7,875.5,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,13177000.0,1.62,100.0,100.0,98.0,75.79,6.8,12.74,8.72,5.76,4.76,6.94,30.76,23.52,58334.0,21856.0,36478.0,42.0,23600.0,59.0,33000.0,11062.385714285714,7492.692307692308,334.8,300000.0,91000.0,2.0,2.0,7.0,814.0,57.0,263.0,162.0,101.0,1326.0,627.0,699.0,11.0,2.0,434.0,1900.0,2.0,208.0,196.0,12.0,9.0,9.75,7.0,14700.0,55.0,35400.0,21.0,13200.0,495.59,57870.0,0.34,4.0,17902.0,23457.0,221.12345679012347,61.1,10.678282828282828
82,Heilbronn,9.210942,49.142251,19.0,2309.0,1809484.5,35857.0,2.0,5.0,5.0,251971.0,1753.0,14.0,2.0,122879.0,60722.0,102.4,62157.0,11.5,14096.0,6867.0,7229.0,11.0,13505.0,6361.0,7144.0,4.4,5443.0,2809.0,2634.0,5.1,6284.0,3162.0,3122.0,6.4,7805.0,3893.0,3912.0,9.2,11311.0,4235.0,167.1,7076.0,64.1,16524.0,31.0,8423.0,33.1,8101.0,0.4,17811.0,9336.0,8475.0,15.2,18635.0,9713.0,8922.0,13.4,42.5,5585.0,2921.0,14.5,2664.0,5880.0,3002.0,2878.0,4.5,4.8,80.0,98355.0,5.0,6400.0,15.0,18100.0,20.0,69.0,84500.0,31.0,38300.0,8500.0,26600.0,24524.0,64700.0,44.0,28700.0,2.0,3.0,2100.0,15.0,9800.0,16.0,10500.0,20.0,122100.0,59.0,62600.0,66.0,34200.0,53.0,28400.0,3300.0,5.0,1700.0,6.0,1600.0,5.0,9600.0,5300.0,4300.0,60200.0,33000.0,27300.0,57200.0,31400.0,25700.0,9100.0,5000.0,4100.0,800.0,18100.0,100500.0,6279.0,2900.0,19600.0,16100.0,3400.0,1300.0,13300.0,21400.0,3600.0,23300.0,28800.0,52.0,13.0,5.7,19.3,2.0,654.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,6973000.0,2.3,100.0,100.0,99.7,51.2,2.56,11.81,9.8,5.75,0.86,4.39,48.84,15.99,57420.0,18657.0,38763.0,33.0,21100.0,69.0,44400.0,11062.385714285714,7492.692307692308,334.8,385000.0,112000.0,3.0,4.0,10.0,1188.0,39.0,187.0,119.0,68.0,1167.0,585.0,582.0,9.0,7.0,459.0,2500.0,47.0,5721.0,3669.0,2052.0,9.0,9.75,7.0,10900.0,58.0,38600.0,30.0,20400.0,413.83,50851.0,0.41,5.0,39408.0,20187.0,90.0,47.0,12.3
83,Remscheid,7.180644,51.180907,3.0,369.0,1809484.5,23211.0,1.0,5.0,3.0,105752.0,848.0,8.0,1.0,110563.0,53749.0,105.7,56814.0,12.2,13500.0,6584.0,6916.0,12.2,13512.0,6278.0,7234.0,4.2,4611.0,2334.0,2277.0,5.9,6515.0,3318.0,3197.0,6.1,6703.0,3398.0,3305.0,9.9,10931.0,3988.0,174.1,6943.0,72.4,11932.0,34.3,6133.0,38.1,5799.0,-0.8,14530.0,7310.0,7220.0,15.8,17452.0,8786.0,8666.0,10.8,44.6,5096.0,2639.0,13.1,2457.0,5781.0,2981.0,2800.0,4.6,5.2,86.0,95206.0,6.0,7100.0,7.0,8200.0,14.0,77.0,85500.0,23.0,25100.0,11300.0,13800.0,15357.0,54600.0,40.0,22000.0,2.0,3.0,1700.0,14.0,7800.0,20.0,11000.0,15.0,110200.0,59.0,55700.0,68.0,31100.0,50.0,24600.0,3800.0,7.0,2300.0,7.0,1600.0,7.0,9000.0,5100.0,3800.0,54100.0,30200.0,23900.0,50500.0,28100.0,22500.0,8300.0,4800.0,3600.0,100.0,16500.0,54800.0,5130.0,4700.0,10300.0,800.0,1100.0,400.0,8100.0,10900.0,1900.0,23200.0,27600.0,57.0,15.0,4.9,18.1,3.1,709.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,6350700.0,2.48,100.0,100.0,98.9,51.1,2.35,21.01,9.0,4.99,0.61,2.75,25.06,34.23,58637.0,17355.0,41282.0,35.0,19200.0,65.0,35700.0,11062.385714285714,7492.692307692308,334.8,290000.0,91000.0,2.0,2.0,8.0,841.0,54.0,221.0,132.0,89.0,1281.0,616.0,665.0,12.0,7.0,434.0,2000.0,83.6236559139785,20684.2688172043,10840.425531914894,9925.606382978724,9.0,9.75,7.0,14000.0,62.0,35700.0,21.0,11800.0,449.36,49683.0,0.09,1.0,17417.0,14402.0,18.0,61.1,10.5
84,Offenbach am Main,8.777582,50.094538,16.0,1910.0,1809484.5,34378.0,0.0,4.0,1.0,351431.0,2754.0,23.0,3.0,120435.0,60473.0,99.2,59962.0,11.4,13744.0,6829.0,6915.0,9.8,11748.0,5700.0,6048.0,5.2,6267.0,3170.0,3097.0,4.9,5879.0,2968.0,2911.0,6.4,7682.0,3726.0,3956.0,7.6,9202.0,3565.0,158.1,5637.0,59.2,17727.0,31.5,8996.0,27.7,8731.0,1.4,18495.0,10028.0,8467.0,15.0,18010.0,9484.0,8526.0,14.7,40.7,5904.0,3045.0,15.4,2859.0,5777.0,2962.0,2815.0,4.9,4.8,74.0,89399.0,11.0,13600.0,14.0,17400.0,26.0,63.0,75800.0,37.0,44600.0,19200.0,25400.0,31036.0,60900.0,46.0,28000.0,2.0,3.0,2100.0,13.0,7800.0,18.0,10700.0,20.0,118200.0,59.0,60200.0,65.0,33100.0,53.0,27000.0,5500.0,9.0,3000.0,9.0,2500.0,9.0,8800.0,4800.0,3900.0,58400.0,32200.0,26200.0,53200.0,29400.0,23900.0,8000.0,4400.0,3700.0,100.0,8700.0,61000.0,6096.0,2700.0,11800.0,2600.0,3700.0,800.0,12900.0,15900.0,1800.0,22600.0,26500.0,57.0,18.0,5.4,19.4,2.6,506.7,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,6092700.0,1.96,100.0,100.0,99.8,49.19,14.05,6.51,9.71,8.69,1.86,10.07,11.07,38.03,58945.0,9631.0,49314.0,17.0,10600.0,82.0,50200.0,11062.385714285714,7492.692307692308,7.0,280000.0,91000.0,2.0,3.0,11.0,1272.0,48.0,225.0,148.0,77.0,1058.0,525.0,533.0,9.0,7.0,431.0,2700.0,5.0,630.0,294.0,336.0,9.0,9.75,7.0,18400.0,50.0,33800.0,23.0,15800.0,343.15,41327.0,0.08,1.0,32038.0,26734.0,73.0,60.4,10.0
85,Ulm,9.964547,48.396637,22.0,2694.0,1809484.5,293121.0,3.0,10.0,4.0,454918.0,2922.0,24.0,4.0,122801.0,60480.0,103.0,62321.0,11.2,13794.0,6681.0,7113.0,10.0,12297.0,5854.0,6443.0,4.5,5511.0,2789.0,2722.0,4.8,5880.0,2957.0,2923.0,7.4,9119.0,4552.0,4567.0,8.4,10318.0,3776.0,173.3,6542.0,57.0,19295.0,28.1,9749.0,28.9,9546.0,0.6,18106.0,9609.0,8497.0,14.6,17906.0,9086.0,8820.0,15.7,40.8,5116.0,2630.0,14.7,2486.0,5459.0,2797.0,2662.0,4.2,4.4,83.0,102155.0,5.0,5800.0,12.0,14900.0,17.0,75.0,91500.0,25.0,31300.0,8400.0,21500.0,20646.0,66300.0,49.0,32200.0,2.0,4.0,2400.0,14.0,9100.0,16.0,10300.0,23.0,121800.0,59.0,63200.0,64.0,33700.0,54.0,29500.0,2500.0,4.0,1300.0,4.0,1200.0,4.0,9600.0,5100.0,4500.0,61100.0,32600.0,28500.0,58800.0,31400.0,27400.0,9300.0,5000.0,4300.0,300.0,20700.0,116200.0,6513.0,3000.0,26300.0,5400.0,2400.0,800.0,22800.0,30600.0,3900.0,24500.0,30400.0,54.0,13.0,5.3,18.8,-0.3,609.0,2.0,0.0,20.0,2069.0,28.0,21.4,6893000.0,1.72,100.0,100.0,99.8,54.19,1.98,10.6,10.74,4.58,0.8,5.08,44.56,21.66,59712.0,17568.0,42144.0,26.0,17400.0,74.0,48900.0,2270.0,7492.692307692308,15.0,376667.0,136990.0,3.0,3.0,10.0,1199.0,41.0,151.0,92.0,59.0,1058.0,464.0,594.0,9.0,7.0,454.0,2500.0,102.0,12520.0,7838.0,4682.0,9.0,9.75,7.0,9100.0,44.0,30700.0,43.0,30000.0,388.97,47766.0,0.24,3.0,56367.0,16148.0,197.0,49.8,11.9
86,Pforzheim,8.688956,48.890549,18.0,2198.0,1809484.5,68894.0,3.0,5.0,5.0,220838.0,1676.0,14.0,2.0,119781.0,58028.0,106.4,61753.0,11.7,14007.0,6634.0,7373.0,10.9,13013.0,5928.0,7085.0,4.4,5284.0,2736.0,2548.0,5.3,6324.0,3211.0,3113.0,6.4,7725.0,3985.0,3740.0,10.1,12115.0,4304.0,181.5,7811.0,66.9,15270.0,31.9,7771.0,35.0,7499.0,0.0,16082.0,8157.0,7925.0,15.6,18669.0,9518.0,9151.0,12.7,43.4,5328.0,2750.0,13.4,2578.0,5964.0,3034.0,2930.0,4.4,5.0,81.0,97401.0,7.0,8300.0,12.0,14100.0,19.0,64.0,76800.0,36.0,42900.0,10900.0,24200.0,22380.0,61300.0,44.0,26800.0,2.0,4.0,2500.0,16.0,10000.0,18.0,11100.0,23.0,120000.0,58.0,59500.0,65.0,32100.0,51.0,27400.0,4300.0,7.0,2300.0,7.0,2000.0,7.0,10700.0,5700.0,5000.0,57400.0,31000.0,26400.0,53400.0,28900.0,24500.0,9700.0,5300.0,4400.0,100.0,15600.0,67100.0,6007.0,2500.0,15900.0,1800.0,2100.0,800.0,9000.0,16800.0,2500.0,21700.0,27400.0,61.0,20.0,5.6,19.8,2.7,628.5,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,6103000.0,2.31,100.0,100.0,99.2,45.72,1.5,11.47,6.66,4.65,0.58,6.59,14.47,54.07,59619.0,14455.0,45164.0,24.0,14600.0,76.0,46600.0,1546.0,1176.0,217.0,315000.0,94500.0,4.0,5.0,9.0,1115.0,57.0,198.0,130.0,68.0,1312.0,637.0,675.0,11.0,9.0,416.0,2200.0,41.0,4942.0,2878.0,2064.0,9.0,9.75,7.0,14200.0,50.0,32200.0,23.0,14700.0,380.61,45590.0,0.25,3.0,26891.0,17386.0,3.0,51.0,9.2
87,Ingolstadt,11.438832,48.765164,15.0,1858.0,1809484.5,244548.0,1.0,14.0,4.0,411698.0,2590.0,21.0,3.0,125088.0,62368.0,100.6,62720.0,11.3,14094.0,6806.0,7288.0,10.4,13060.0,6192.0,6868.0,4.7,5862.0,3031.0,2831.0,5.0,6234.0,3194.0,3040.0,6.3,7925.0,4025.0,3900.0,8.5,10634.0,4052.0,162.4,6582.0,61.5,18766.0,30.9,9811.0,30.6,8955.0,0.6,18253.0,9646.0,8607.0,14.7,18413.0,9443.0,8970.0,15.0,41.3,5790.0,2971.0,14.6,2819.0,6057.0,3197.0,2860.0,4.6,4.8,85.0,106570.0,5.0,6300.0,10.0,12300.0,15.0,71.0,88500.0,29.0,36600.0,12600.0,22200.0,18518.0,61400.0,41.0,25000.0,2.0,5.0,3300.0,13.0,8000.0,23.0,14100.0,23.0,124300.0,63.0,67800.0,72.0,38400.0,54.0,29400.0,2300.0,3.0,1000.0,4.0,1200.0,3.0,9700.0,5500.0,4200.0,65400.0,37100.0,28300.0,63400.0,36200.0,27200.0,9300.0,5300.0,4000.0,400.0,41900.0,106000.0,5654.0,3000.0,17400.0,2500.0,1900.0,800.0,16300.0,18700.0,3100.0,26600.0,32300.0,54.0,11.0,5.0,18.8,-0.9,509.6,14.902833333333335,0.0,18.0,3395.7833333333333,34.44,23.1,7919300.0,0.97,100.0,100.0,99.8,58.66,1.65,15.04,10.29,4.7,1.16,4.79,48.42,13.93,62054.0,24478.0,37576.0,41.0,25200.0,61.0,37300.0,5343.0,7492.692307692308,264.0,387500.0,140000.0,0.0,0.0,9.0,1166.0,43.0,189.0,116.0,73.0,1157.0,554.0,603.0,9.0,2.0,426.0,2500.0,38.0,4697.0,3361.0,1336.0,9.0,9.75,7.0,10900.0,52.0,36400.0,31.0,21600.0,431.88,54023.0,0.32,4.0,51162.0,15809.0,268.0,46.0,11.7
