,NAME,LAT,LONG,CR1003I,CR1003V,CR1005V,CR1007V,CR1008V,CR1010V,CR1015V,CR2001V,CR2009V,CR2010I,CR2011I,DE1001V,DE1002V,DE1003I,DE1003V,DE1025I,DE1025V,DE1026V,DE1027V,DE1028I,DE1028V,DE1029V,DE1030V,DE1040I,DE1040V,DE1041V,DE1042V,DE1046I,DE1046V,DE1047V,DE1048V,DE1049I,DE1049V,DE1050V,DE1051V,DE1055I,DE1055V,DE1056V,DE1057I,DE1057V,DE1058I,DE1058V,DE1059I,DE1059V,DE1060I,DE1060V,DE1061I,DE1061V,DE1062V,DE1063V,DE1064I,DE1064V,DE1065V,DE1066V,DE1073I,DE1073V,DE1074V,DE1075V,DE1076I,DE1076V,DE1077V,DE1078V,DE1079V,DE1084I,DE1085I,DE2001I,DE2001V,DE2002I,DE2002V,DE2003I,DE2003V,DE2007I,DE2008I,DE2008V,DE2009I,DE2009V,DE2010V,DE2011V,DE2012V,DE3001V,DE3002I,DE3002V,DE3004I,DE3005I,DE3005V,DE3008I,DE3008V,DE3011I,DE3011V,DE3016I,DE3017V,EC1001I,EC1001V,EC1002I,EC1002V,EC1003I,EC1003V,EC1010V,EC1011I,EC1011V,EC1012I,EC1012V,EC1020I,EC1145V,EC1146V,EC1147V,EC1174V,EC1175V,EC1176V,EC1177V,EC1178V,EC1179V,EC1180V,EC1181V,EC1182V,EC2008V,EC2009V,EC2020V,EC2021V,EC2022V,EC2032V,EC2033V,EC2034V,EC2035V,EC2036V,EC2037V,EC2038V,EC3039V,EC3040V,EC3064V,EC3065V,EN1002V,EN1003V,EN1004V,EN1005V,EN2002V,EN2003V,EN2005V,EN2025V,EN2026V,EN2027V,EN3003V,EN3010V,EN3011V,EN3012V,EN3013V,EN4008V,EN5200V,EN5201V,EN5202V,EN5203V,EN5204V,EN5205V,EN5206V,EN5207V,SA1001V,SA1004V,SA1005V,SA1007I,SA1007V,SA1008I,SA1008V,SA1012V,SA1025V,SA1029V,SA1050V,SA1051V,SA2004I,SA2004V,SA2007I,SA2007V,SA2013V,SA2016V,SA2017V,SA2018V,SA2019V,SA2020V,SA2021V,SA2029I,SA3005V,TE1001I,TE1001V,TE1026I,TE1026V,TE1027V,TE1028V,TE1039V,TE1040V,TE1041V,TE2025V,TE2028I,TE2028V,TE2031I,TE2031V,TT1057I,TT1057V,TT1060I,TT1060V,TT1064V,TT1065V,TT1079V,TT1080V,TT1081V
23,Trier,6.645776,49.750116,27.0,2825.0,1809484.5,219537.0,1.0,5.0,3.0,758180.0,4669.0,44.0,7.0,105260.0,49902.0,110.9,55358.0,10.4,10951.0,5331.0,5620.0,9.0,9516.0,4167.0,5349.0,4.0,4247.0,2205.0,2042.0,4.7,4935.0,2414.0,2521.0,10.5,11022.0,4777.0,6245.0,9.0,9503.0,3353.0,183.4,6150.0,52.7,16949.0,25.1,8559.0,27.6,8390.0,0.6,14467.0,7254.0,7213.0,14.8,15556.0,7693.0,7863.0,16.1,40.3,4018.0,2081.0,13.7,1937.0,4096.0,2068.0,2028.0,3.8,3.9,92.0,96464.0,4.0,4100.0,4.0,4700.0,8.0,90.0,95100.0,10.0,10100.0,6000.0,7200.0,8796.0,58800.0,51.0,30100.0,2.0,2.0,1400.0,13.0,7900.0,15.0,8600.0,16.0,104600.0,50.0,46000.0,54.0,23300.0,46.0,22700.0,2700.0,6.0,1500.0,5.0,1200.0,6.0,6900.0,3600.0,3300.0,44300.0,22400.0,21900.0,41800.0,21000.0,20800.0,6500.0,3400.0,3200.0,400.0,9100.0,74200.0,5364.0,3000.0,19800.0,1200.0,1700.0,600.0,6300.0,26900.0,5300.0,20300.0,26600.0,54.0,18.0,5.073030303030302,18.7,3.4,565.8,26.0,0.016666666666666666,19.58360655737705,4813.0,24.192333333333337,22.13606557377049,6440700.0,1.7,100.0,100.0,99.4,129.90352272727273,2.23,11.37,7.85,5.5,0.62,3.51,20.15,48.78,59593.0,16427.0,43166.0,29.0,17200.0,74.0,43400.0,5112.0,7492.692307692308,334.8,355000.0,105000.0,2.0,2.0,9.0,922.0,31.0,175.0,111.0,64.0,1073.0,505.0,568.0,10.0,0.0,518.0,2200.0,190.0,19987.0,9646.0,10341.0,9.0,9.75,7.0,5800.0,51.0,29700.0,37.0,21300.0,492.11,51800.0,0.57,6.0,29909.0,7277.0,30.0,67.2,12.0
24,Freiburg im Breisgau,7.834283,47.998194,20.0,4527.0,1809484.5,259470.0,5.0,9.0,9.0,1380658.0,8432.0,38.0,6.0,224191.0,107097.0,109.3,117094.0,10.1,22688.0,11106.0,11582.0,8.5,19022.0,8615.0,10407.0,4.4,9955.0,5121.0,4834.0,4.3,9735.0,4717.0,5018.0,9.0,20261.0,8731.0,11530.0,7.7,17191.0,6053.0,184.0,11138.0,49.4,37634.0,25.3,18384.0,24.1,19250.0,1.0,33397.0,16716.0,16681.0,16.1,36040.0,18218.0,17822.0,16.8,39.9,8930.0,4557.0,14.9,4373.0,9338.0,4879.0,4459.0,4.0,4.2,86.0,192224.0,5.0,11400.0,9.0,20600.0,14.0,78.0,175700.0,22.0,48500.0,19200.0,29300.0,31967.0,128900.0,56.0,72700.0,2.0,4.0,4800.0,12.0,16100.0,16.0,20000.0,24.0,222600.0,54.0,105300.0,57.0,52800.0,51.0,52400.0,5900.0,6.0,3400.0,5.0,2500.0,6.0,14100.0,7000.0,7100.0,102200.0,51300.0,50900.0,96700.0,48100.0,48500.0,13400.0,6600.0,6800.0,400.0,13100.0,149700.0,11617.0,4000.0,34800.0,5100.0,3800.0,1200.0,19100.0,56900.0,11400.0,20300.0,26600.0,54.0,18.0,5.7,19.8,3.0,716.5,20.0,0.0,8.0,5057.0,21.1,16.7,14908300.0,1.72,100.0,100.0,100.0,85.86,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,111349.0,18223.0,93126.0,16.0,20800.0,83.0,106700.0,4772.0,7492.692307692308,345.0,445500.0,158060.0,2.0,5.0,10.0,2214.0,49.0,257.0,151.0,106.0,1740.0,756.0,984.0,8.0,6.0,522.0,5200.0,134.0,30072.0,12830.0,17242.0,9.0,9.75,7.0,13700.0,41.0,53700.0,41.0,53100.0,306.72,68763.0,0.27,6.0,58305.0,18309.0,201.0,46.0,11.6
25,Regensburg,12.114729,49.021388,22.0,2952.0,767642.0,278693.0,1.0,9.0,3.0,917677.0,5518.0,41.0,7.0,135520.0,65122.0,108.1,70398.0,10.5,14293.0,6817.0,7476.0,9.8,13247.0,5864.0,7383.0,4.5,6128.0,3065.0,3063.0,4.1,5601.0,2790.0,2811.0,7.5,10133.0,4685.0,5448.0,8.9,11995.0,4140.0,189.7,7855.0,53.3,22852.0,24.8,11359.0,28.6,11493.0,1.0,20170.0,10566.0,9604.0,15.5,20948.0,10644.0,10304.0,16.9,41.3,5162.0,2624.0,14.9,2538.0,4991.0,2568.0,2423.0,3.8,3.7,89.0,120758.0,4.0,5100.0,7.0,9700.0,11.0,79.0,106400.0,21.0,29100.0,9400.0,19700.0,14762.0,81100.0,59.0,47600.0,2.0,4.0,3200.0,11.0,8600.0,16.0,12800.0,25.0,134500.0,61.0,73100.0,68.0,38800.0,55.0,34300.0,3200.0,4.0,1700.0,4.0,1500.0,4.0,9200.0,4600.0,4500.0,71000.0,37700.0,33300.0,68100.0,36100.0,32000.0,8600.0,4400.0,4300.0,500.0,31700.0,137900.0,8199.0,3800.0,28500.0,3100.0,3200.0,1400.0,20300.0,38900.0,6500.0,20800.0,26000.0,53.0,23.0,5.0,19.2,-0.4,631.9,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,9289000.0,1.14,100.0,100.0,99.7,79.56,3.22,18.74,18.04,8.73,2.67,6.66,34.15,7.77,84122.0,15645.0,68477.0,18.0,14400.0,81.0,65600.0,5496.0,7492.692307692308,334.8,425000.0,157500.0,3.0,4.0,9.0,1228.0,58.0,228.0,141.0,87.0,1356.0,632.0,724.0,10.0,2.0,457.0,2800.0,203.0,27499.0,13373.0,14126.0,9.0,9.75,7.0,7600.0,49.0,38500.0,40.0,31600.0,397.54,53874.0,0.37,5.0,67604.0,14479.0,150.0,49.0,11.0
26,Frankfurt (Oder),8.584764,50.041821,31.0,1892.0,1809484.5,68732.0,2.0,2.0,2.0,146411.0,1024.0,17.0,2.0,60330.0,29309.0,105.8,31021.0,14.5,8760.0,4328.0,4432.0,13.0,7840.0,3484.0,4356.0,3.8,2293.0,1174.0,1119.0,3.1,1872.0,956.0,916.0,7.5,4545.0,2274.0,2271.0,9.6,5819.0,2093.0,178.0,3726.0,57.0,7375.0,21.5,4004.0,35.6,3371.0,-0.5,6926.0,3581.0,3345.0,17.9,10814.0,5345.0,5469.0,12.2,47.4,2077.0,1080.0,11.5,997.0,2009.0,990.0,1019.0,3.4,3.3,95.0,57284.0,3.0,2100.0,1.0,900.0,5.0,84.0,50900.0,16.0,9400.0,2000.0,7400.0,3046.0,31400.0,42.0,13300.0,2.0,6.0,2000.0,11.0,3400.0,18.0,5500.0,36.0,58000.0,61.0,32700.0,66.0,17100.0,56.0,15500.0,3800.0,13.0,2200.0,10.0,1600.0,12.0,6300.0,3300.0,3000.0,32300.0,16900.0,15400.0,28600.0,14800.0,13900.0,5600.0,2900.0,2700.0,400.0,3700.0,39000.0,2539.0,2000.0,6600.0,1000.0,700.0,500.0,6700.0,15300.0,2000.0,18000.0,23000.0,56.0,28.0,4.0,18.9,0.8,568.1,21.0,0.0,37.0,4672.0,14.0,26.1,4113000.0,1.66,100.0,100.0,97.1,23.49,2.25,6.24,4.44,3.47,0.94,4.54,48.28,29.85,34630.0,6080.0,28550.0,20.0,6300.0,80.0,25100.0,11062.385714285714,7492.692307692308,334.8,160000.0,84000.0,5.0,2.0,7.0,421.0,39.0,131.0,92.0,39.0,710.0,342.0,368.0,12.0,1.0,698.0,1600.0,108.0,6506.0,2411.0,4095.0,9.0,9.75,7.0,2700.0,54.0,18300.0,37.0,12600.0,427.43,25787.0,0.66,4.0,14080.0,6080.0,67.0,37.0,10.8
27,Weimar,11.322062,50.985963,22.0,1449.0,1809484.5,1193845.0,1.0,1.0,1.0,640406.0,3699.0,56.0,10.0,65479.0,31598.0,107.2,33881.0,12.1,7921.0,3824.0,4097.0,11.7,7635.0,3471.0,4164.0,4.6,3041.0,1535.0,1506.0,3.1,2060.0,1001.0,1059.0,8.2,5398.0,2574.0,2824.0,9.2,6020.0,2066.0,191.4,3954.0,57.1,10162.0,24.4,5220.0,32.8,4942.0,0.4,8627.0,4564.0,4063.0,14.6,9562.0,4783.0,4779.0,15.5,42.8,2640.0,1350.0,13.2,1290.0,2413.0,1210.0,1203.0,4.0,3.7,96.0,62746.0,1.0,900.0,3.0,1900.0,4.0,90.0,59200.0,9.0,6200.0,3000.0,3700.0,2733.0,35600.0,53.0,18700.0,2.0,4.0,1600.0,12.0,4400.0,16.0,5600.0,29.0,61700.0,55.0,31500.0,59.0,16300.0,51.0,15200.0,2800.0,10.0,1600.0,7.0,1100.0,9.0,5300.0,2600.0,2700.0,31000.0,16000.0,14900.0,28300.0,14400.0,13900.0,4800.0,2400.0,2500.0,100.0,2200.0,30700.0,3245.0,1500.0,6500.0,600.0,700.0,300.0,4800.0,10700.0,3400.0,17500.0,21700.0,57.0,25.0,5.4,17.9,0.4,399.2,14.902833333333335,0.0,18.0,3395.7833333333333,18.4,20.9,3056700.0,1.72,100.0,100.0,98.7,31.77,4.35,6.2,7.41,4.16,0.52,8.27,48.46,20.63,34491.0,7705.0,26786.0,23.0,8300.0,75.0,26600.0,488.0,7492.692307692308,44.0,326574.56842105265,105000.0,6.0,4.0,10.0,642.0,32.0,95.0,67.0,28.0,655.0,302.0,353.0,10.0,4.0,625.0,1900.0,75.0,4886.0,2495.0,2391.0,9.0,9.75,7.0,1300.0,50.0,18200.0,42.0,15100.0,370.94,24289.0,0.15,1.0,11927.0,9423.0,50.0,35.3,10.2
28,Schwerin,11.401311,53.633013,28.0,2661.0,1809484.5,261259.0,1.0,3.0,1.0,354394.0,3019.0,32.0,4.0,95220.0,45732.0,108.2,49488.0,13.8,13119.0,6267.0,6852.0,13.4,12758.0,5643.0,7115.0,4.1,3896.0,2012.0,1884.0,3.1,2969.0,1489.0,1480.0,7.0,6659.0,3266.0,3393.0,10.5,9960.0,3462.0,187.7,6498.0,61.3,12430.0,22.8,6575.0,38.5,5855.0,0.2,11525.0,6091.0,5434.0,16.1,15315.0,7596.0,7719.0,13.1,46.8,3589.0,1832.0,12.1,1757.0,3000.0,1499.0,1501.0,3.8,3.2,96.0,91686.0,0.0,100.0,4.0,3400.0,4.0,81.0,77300.0,19.0,17900.0,600.0,17300.0,3534.0,51600.0,47.0,24000.0,2.0,5.0,2600.0,16.0,8100.0,17.0,8600.0,30.0,92900.0,59.0,49800.0,64.0,25800.0,54.0,24000.0,5300.0,11.0,2800.0,10.0,2400.0,11.0,8500.0,4300.0,4200.0,48700.0,25300.0,23400.0,43600.0,22500.0,21000.0,7600.0,3800.0,3800.0,100.0,4800.0,61800.0,4691.0,3200.0,12900.0,2400.0,1800.0,800.0,10800.0,20600.0,4500.0,17600.0,21600.0,58.0,27.0,4.8,17.1,0.3,701.6,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,4342700.0,1.87,100.0,100.0,99.7,45.61,5.67,8.16,11.21,4.89,0.54,9.1,25.71,34.73,58562.0,8116.0,50446.0,11.0,5800.0,88.0,45600.0,11062.385714285714,7492.692307692308,334.8,200000.0,87500.0,7.0,5.0,8.0,760.0,48.0,210.0,154.0,56.0,1084.0,522.0,562.0,11.0,7.0,667.0,2600.0,2.0,198.0,41.0,157.0,9.0,9.75,7.0,4300.0,57.0,29800.0,30.0,15900.0,369.81,35213.0,0.11,1.0,24929.0,9789.0,221.12345679012347,38.0,11.4
29,Erfurt,11.026063,50.982915,11.0,2232.0,1809484.5,276490.0,2.0,9.0,5.0,726056.0,4798.0,23.0,4.0,204994.0,99305.0,106.4,105689.0,13.0,26713.0,12803.0,13910.0,12.2,24990.0,11456.0,13534.0,4.5,9153.0,4671.0,4482.0,3.1,6349.0,3098.0,3251.0,8.1,16632.0,7730.0,8902.0,8.8,17941.0,6281.0,185.6,11660.0,55.8,29715.0,23.2,15465.0,32.6,14250.0,0.6,26542.0,13880.0,12662.0,15.6,31990.0,16236.0,15754.0,14.5,44.2,7926.0,4019.0,12.9,3907.0,7043.0,3666.0,3377.0,3.9,3.4,97.0,197932.0,1.0,1500.0,3.0,5500.0,4.0,91.0,186600.0,9.0,18400.0,3500.0,8400.0,7470.0,108200.0,44.0,47600.0,2.0,5.0,5200.0,11.0,11500.0,17.0,18400.0,28.0,200700.0,60.0,108100.0,64.0,56000.0,55.0,52100.0,9600.0,9.0,5300.0,8.0,4200.0,9.0,18500.0,9500.0,9000.0,106200.0,54900.0,51300.0,96900.0,49700.0,47200.0,16600.0,8500.0,8100.0,700.0,12400.0,139000.0,9892.0,7000.0,26600.0,9200.0,4400.0,1400.0,30400.0,36600.0,10400.0,20200.0,24100.0,52.0,17.0,5.4,17.9,0.4,399.2,6.0,0.0,23.0,2977.0,25.9,23.4,9535300.0,1.96,100.0,100.0,97.3,103.12,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,114188.0,20437.0,93751.0,20.0,21200.0,80.0,86400.0,496.0,7189.0,151.0,326574.56842105265,91000.0,3.0,5.0,9.0,1823.0,95.0,380.0,249.0,131.0,2118.0,988.0,1130.0,10.0,3.0,568.0,5200.0,51.0,10365.0,4446.0,5919.0,9.0,9.75,7.0,7700.0,60.0,69000.0,38.0,43200.0,375.57,76990.0,0.29,6.0,47712.0,19460.0,182.0,50.4,10.55
30,Augsburg,10.896842,48.369338,22.0,5739.0,926925.0,783096.0,4.0,21.0,7.0,645238.0,3722.0,14.0,2.0,264708.0,128345.0,106.2,136363.0,11.4,30097.0,14292.0,15805.0,11.0,29112.0,13444.0,15668.0,4.4,11573.0,5980.0,5593.0,4.8,12764.0,6356.0,6408.0,7.5,19929.0,9559.0,10370.0,9.6,25296.0,9035.0,180.0,16261.0,61.4,37308.0,28.2,19030.0,33.2,18278.0,0.4,36970.0,19156.0,17814.0,15.0,39681.0,20348.0,19333.0,14.1,42.6,10703.0,5419.0,14.0,5284.0,11275.0,5726.0,5549.0,4.0,4.3,83.0,219245.0,5.0,12600.0,12.0,32900.0,17.0,71.0,188000.0,29.0,76700.0,18200.0,58600.0,45463.0,130387.09677419355,46.0,62800.0,2.0,4.290322580645161,5800.0,14.021505376344086,16100.0,17.892473118279568,25700.0,23.0,260900.0,61.0,140100.0,68.0,75100.0,54.0,65000.0,9200.0,6.0,4800.0,7.0,4400.0,7.0,20600.0,10900.0,9700.0,135100.0,72400.0,62700.0,126600.0,67900.0,58700.0,19100.0,10100.0,9000.0,900.0,32100.0,172800.0,12871.0,5300.0,36100.0,6600.0,5300.0,2500.0,24600.0,48700.0,10700.0,22000.0,27900.0,54.0,17.0,5.2,18.6,-0.2,580.4,20.0,0.0,16.0,4493.0,26.3,22.1,14443000.0,1.54,100.0,100.0,99.6,130.89,7.57,10.11,12.33,6.31,0.98,7.85,28.02,26.82,145292.0,27418.0,117874.0,26.365591397849464,28468.817204301075,73.12903225806451,101426.8817204301,8705.0,7492.692307692308,349.0,350000.0,123690.0,3.0,6.0,9.0,2253.0,109.0,389.0,252.0,137.0,2820.0,1286.0,1534.0,11.0,12.0,423.0,4900.0,83.0,21909.0,10726.0,11183.0,9.0,9.75,7.0,27100.0,52.0,74300.0,32.0,46200.0,382.89,101355.0,0.19,5.0,67027.0,33834.0,225.0,53.0,10.2
31,Bonn,7.114887,50.724104,14.0,4586.0,983642.0,1198736.0,6.0,52.0,9.0,1295831.0,8022.0,25.0,4.0,324899.0,155828.0,108.5,169071.0,10.6,34587.0,16823.0,17764.0,9.5,30789.0,13935.0,16854.0,4.8,15629.0,8095.0,7534.0,4.7,15192.0,7685.0,7507.0,6.8,22153.0,10219.0,11934.0,8.7,28394.0,10428.0,172.3,17966.0,58.1,48691.0,29.3,23579.0,28.8,25112.0,1.6,47308.0,23680.0,23628.0,16.2,52732.0,26251.0,26481.0,15.0,41.6,14569.0,7494.0,14.6,7075.0,14855.0,7639.0,7216.0,4.5,4.6,85.0,275764.0,5.0,15300.0,10.0,33900.0,15.0,85.0,274700.0,15.0,50200.0,25400.0,37900.0,49135.0,169500.0,47.0,80000.0,2.0,4.0,6400.0,14.0,23200.0,19.0,31800.0,20.0,321900.0,54.0,150900.0,59.0,78800.0,49.0,72100.0,7800.0,6.0,4900.0,4.0,2900.0,5.0,20000.0,10200.0,9800.0,147800.0,77200.0,70600.0,140400.0,72500.0,67900.0,18900.0,9600.0,9400.0,300.0,11700.0,225000.0,16132.0,4600.0,37400.0,15600.0,7900.0,2500.0,35400.0,85500.0,24000.0,25100.0,32800.0,55.0,16.0,5.1,17.9,2.7,744.9,14.902833333333335,0.0,14.0,3395.7833333333333,24.8,22.8,18670000.0,1.7,100.0,100.0,100.0,156.93,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,165418.0,43738.0,121680.0,29.0,48800.0,71.0,120900.0,12469.0,7492.692307692308,334.8,460000.0,136500.0,4.0,13.0,10.0,3309.0,80.0,400.0,258.0,142.0,2794.0,1317.0,1477.0,9.0,11.0,467.0,7300.0,97.0,31510.0,14727.0,16783.0,9.0,9.75,7.0,23500.0,39.0,71600.0,47.0,86600.0,375.76,122084.0,0.15,5.0,92125.0,34846.0,81.0,78.2,11.0
32,Karlsruhe,8.368045,49.018533,17.0,5072.0,1386385.0,689083.0,3.0,29.0,12.0,987078.0,6294.0,21.0,3.0,294761.0,147392.0,100.0,147369.0,11.1,32650.0,15935.0,16715.0,10.1,29896.0,13862.0,16034.0,4.1,12164.0,6164.0,6000.0,4.5,13139.0,6854.0,6285.0,7.9,23234.0,12810.0,10424.0,9.1,26740.0,9751.0,174.2,16989.0,55.4,45299.0,25.6,23961.0,29.9,21338.0,1.0,43759.0,22963.0,20796.0,15.2,44687.0,23222.0,21465.0,15.4,41.8,11437.0,5928.0,14.8,5509.0,11756.0,5942.0,5814.0,3.9,4.0,85.0,249273.0,6.0,17200.0,10.0,28300.0,15.0,80.0,235800.0,20.0,59000.0,26900.0,45000.0,45488.0,155800.0,48.0,75500.0,2.0,5.0,7100.0,13.0,19600.0,17.0,27000.0,26.0,290300.0,58.0,149700.0,63.0,80900.0,53.0,68800.0,7900.0,5.0,4400.0,5.0,3500.0,5.0,21600.0,11500.0,10100.0,145400.0,78600.0,66800.0,138100.0,74500.0,63500.0,20600.0,11000.0,9600.0,400.0,26300.0,220000.0,15076.0,7500.0,46000.0,16300.0,12400.0,2200.0,32800.0,64700.0,11500.0,23400.0,29100.0,54.0,17.0,5.6,19.8,2.7,628.5,31.0,0.0,11.0,5120.0,23.1,19.8,16931300.0,1.89,100.0,100.0,99.6,142.44,4.5,13.66,11.42,9.02,0.89,7.9,22.39,30.21,152555.0,30823.0,121732.0,22.0,33700.0,78.0,121400.0,5032.0,7492.692307692308,235.0,383333.0,122990.0,2.0,6.0,9.0,2657.0,120.0,475.0,289.0,186.0,2782.0,1271.0,1511.0,9.0,9.0,493.0,6000.0,125.0,36816.0,24712.0,12104.0,9.0,9.75,7.0,25200.0,45.0,75400.0,38.0,63200.0,363.59,107171.0,0.1,3.0,93089.0,32077.0,204.0,50.0,12.3
33,Mönchengladbach,6.428687,51.1821,8.0,2083.0,1809484.5,96832.0,1.0,12.0,5.0,256244.0,2086.0,8.0,1.0,257993.0,125216.0,106.0,132777.0,12.5,32299.0,15829.0,16470.0,11.2,28885.0,13458.0,15427.0,4.2,10871.0,5573.0,5298.0,5.7,14647.0,7526.0,7121.0,6.3,16371.0,8086.0,8285.0,9.1,23588.0,8701.0,171.1,14887.0,66.1,29849.0,32.3,14978.0,33.8,14871.0,-0.1,35150.0,17919.0,17231.0,16.2,41688.0,20603.0,21085.0,11.6,43.9,11527.0,5913.0,13.6,5614.0,13118.0,6630.0,6488.0,4.5,5.1,89.0,230123.0,3.849462365591398,11690.322580645161,7.0,18100.0,11.0,85.0,218900.0,15.0,39100.0,11900.0,27200.0,27870.0,128800.0,40.0,51600.0,2.0,5.0,6500.0,15.0,18800.0,20.0,25600.0,25.0,255400.0,56.0,125500.0,64.0,68800.0,49.0,56700.0,11400.0,10.0,7000.0,8.0,4400.0,9.0,20300.0,11400.0,8900.0,121900.0,66800.0,55100.0,111100.0,60200.0,51000.0,18700.0,10400.0,8300.0,400.0,18900.0,117700.0,11843.0,6400.0,30000.0,1800.0,4400.0,1300.0,19300.0,28400.0,6800.0,22000.0,27400.0,61.0,21.0,4.9,17.9,3.2,705.0,12.0,0.016666666666666666,21.0,2405.0,24.192333333333337,23.3,13472000.0,1.67,100.0,100.0,99.7,135.84,9.87,15.6,8.87,7.12,1.0,5.12,41.02,11.4,133584.0,46726.0,86858.0,39.0,50800.0,60.0,77500.0,8795.0,7000.0,6.0,350000.0,112000.0,8.0,15.0,8.0,1997.0,149.0,537.0,358.0,179.0,2956.0,1427.0,1529.0,11.0,12.0,386.0,4200.0,26.0,6644.0,2369.0,4275.0,9.0,9.75,7.0,29000.0,57.0,79500.0,21.0,28500.0,431.82,111407.0,0.35,9.0,37200.0,34442.0,90.0,61.1,10.0
34,Mainz,8.253032,49.997895,20.0,4011.0,1809484.5,264888.0,2.0,25.0,2.0,840899.0,5211.0,26.0,4.0,199237.0,95860.0,107.8,103377.0,10.6,21087.0,10275.0,10812.0,9.6,19128.0,8923.0,10205.0,4.3,8615.0,4485.0,4130.0,4.3,8510.0,4194.0,4316.0,9.1,18069.0,7637.0,10432.0,8.0,15953.0,5943.0,168.4,10010.0,51.8,34535.0,25.1,16746.0,26.7,17789.0,0.7,28745.0,14917.0,13828.0,14.4,28788.0,14565.0,14223.0,17.3,39.8,7868.0,4052.0,14.4,3816.0,7939.0,4123.0,3816.0,3.9,4.0,83.0,166130.0,6.0,12000.0,11.0,21100.0,17.0,79.0,156500.0,21.0,42700.0,16800.0,25900.0,33107.0,106900.0,48.0,51400.0,2.0,3.0,3100.0,11.0,11400.0,16.0,16800.0,18.0,196800.0,59.0,102600.0,65.0,53800.0,53.0,48800.0,5600.0,6.0,3100.0,5.0,2500.0,5.0,13400.0,7200.0,6200.0,100000.0,52400.0,47600.0,94900.0,49600.0,45300.0,12800.0,6800.0,6000.0,500.0,10700.0,142100.0,10680.0,3800.0,27400.0,13800.0,7300.0,1300.0,18400.0,46300.0,12600.0,22800.0,28700.0,56.0,21.0,5.4,19.0,2.4,489.1,17.0,0.0,22.5,3498.0,34.0,21.0,11972300.0,2.11,100.0,100.0,100.0,90.44,7.94,11.83,11.23,10.82,1.37,6.17,47.05,3.59,110596.0,25942.0,84654.0,26.0,27700.0,74.0,78900.0,6003.0,7492.692307692308,334.8,395000.0,105000.0,5.0,10.0,9.0,1879.0,51.0,278.0,164.0,114.0,1657.0,773.0,884.0,8.0,4.0,453.0,3900.0,200.0,39782.0,17255.0,22527.0,9.0,9.75,7.0,18300.0,44.0,49900.0,38.0,42600.0,382.46,76201.0,0.15,3.0,65232.0,32890.0,190.0,68.5,11.8
35,Kiel,10.122597,54.322148,19.0,4457.0,686068.0,170467.0,3.0,10.0,4.0,563960.0,4093.0,17.0,2.0,239526.0,117297.0,104.2,122229.0,10.8,25935.0,12788.0,13147.0,10.3,24704.0,11681.0,13023.0,4.2,10145.0,5173.0,4972.0,4.5,10772.0,5405.0,5367.0,8.8,21045.0,9687.0,11358.0,8.0,19147.0,6611.0,189.6,12536.0,53.2,39075.0,25.1,19842.0,28.0,19233.0,0.5,33736.0,17690.0,16046.0,15.3,36567.0,18924.0,17643.0,16.3,41.0,9097.0,4722.0,14.1,4375.0,9303.0,4774.0,4529.0,3.8,3.9,91.0,218666.0,2.0,5400.0,7.0,16100.0,9.0,87.0,208900.0,13.0,30600.0,9600.0,28000.0,20860.0,135100.0,54.0,72400.0,2.0,5.0,6500.0,12.0,16600.0,16.0,21900.0,30.0,235300.0,59.0,124200.0,65.0,67100.0,53.0,57100.0,11700.0,11.0,7600.0,7.0,4100.0,9.0,16300.0,9000.0,7300.0,120700.0,65200.0,55500.0,109700.0,58200.0,51600.0,15000.0,8200.0,6800.0,100.0,15500.0,152600.0,9646.0,4500.0,31500.0,5800.0,6700.0,3900.0,19200.0,54700.0,10600.0,18200.0,22700.0,55.0,23.0,4.4,16.7,0.9,939.8,4.0,0.0,19.0,2535.0,19.0,22.7,12662700.0,1.82,100.0,100.0,99.7,99.13,16.12,10.09,13.26,9.55,0.25,13.28,27.14,10.31,132184.0,26493.0,105691.0,20.0,26400.0,81.0,109600.0,9690.0,7492.692307692308,307.0,250000.0,105000.0,3.0,6.0,9.0,2202.0,117.0,429.0,286.0,143.0,2318.0,1088.0,1230.0,10.0,5.0,483.0,4900.0,131.0,31339.0,15524.0,15815.0,9.0,9.75,7.0,18200.0,57.0,77100.0,30.0,41100.0,359.14,86024.0,0.21,5.0,52095.0,21989.0,215.0,53.0,9.35
