indic_ur,cities\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TE1026V,DE005C1	72591 	67809 	72004 	65504 	63747 	62283 	58146 	56360 	54354 	51499 	48344 	44487 	39762 	45273 	45354 	45151 	: 	: 	47294 	: 	: 	: 	: 	45620 	: 	: 	: 	47885 	: 	: 
TE1026V,DE006C1	33408 	32737 b	44703 e	72062 	68123 	63241 	57036 	53815 	65295 e	59079 e	54782 e	51652 e	47800 e	48062 e	41246 e	39619 e	: 	: 	24016 	: 	: 	: 	: 	26177 	: 	: 	: 	24169 	: 	: 
TE1026V,DE007C1	47763 	57130 	62728 	56046 	55599 	51612 	45006 	43518 	37710 	34976 	33596 	31721 	25787 	27523 	27713 	27457 	: 	: 	33100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE008C1	39099 	39136 	39097 	37878 	37257 	35904 	37337 	37415 	35559 	35498 	35694 	34738 	35278 	35799 	35823 	36804 	: 	: 	32950 	: 	: 	: 	: 	26258 	: 	: 	: 	20119 	: 	: 
TE1026V,DE009C1	38477 	40268 	39172 	42624 	44162 	44866 	44325 	42739 	42355 	41346 	41280 	40788 	40496 	39983 	39917 	39560 	: 	: 	34020 	: 	: 	: 	: 	27748 	: 	: 	: 	20811 	: 	: 
TE1026V,DE010C1	53314 	52647 b	54221 	53312 	51037 	49526 	44801 	43189 	39108 	34596 	33244 	30564 	29525 	30533 	31236 	30645 	: 	: 	34096 	: 	: 	: 	: 	33658 	: 	: 	: 	32241 	: 	: 
TE1026V,DE011C1	62861 	60063 	56887 	52831 	48982 	45737 	41732 	36119 	32490 	28317 	27363 	26089 	25418 	25546 	25269 	26072 	: 	: 	33938 	: 	: 	: 	: 	32293 	: 	: 	: 	30232 	: 	: 
TE1026V,DE012C1	34641 	37440 	34813 	36334 	36324 	32410 	30114 	31291 	29282 	28124 	27637 	28098 	28183 	28109 	32592 	32297 	: 	: 	28220 	: 	: 	: 	: 	24606 	: 	: 	: 	23671 	: 	: 
TE1026V,DE013C1	51801 	51092 	49380 	46548 	45243 	43707 	39493 	39330 	37514 	34611 	33813 	32807 	33267 	34734 	36436 	37462 	: 	: 	39210 	: 	: 	: 	: 	43587 	: 	: 	: 	42926 	: 	: 
TE1026V,DE014C1	26010 	25868 	26007 	24414 	24370 	24145 	22576 	20313 	11846 	10799 	10241 	9228 	9245 	9569 	9611 	9372 	: 	: 	16022 	: 	: 	: 	: 	16055 	: 	: 	: 	17380 	: 	: 
TE1026V,DE015C1	59297 	58804 	58137 	56730 	56908 	56233 	51676 	49873 	46971 	43281 	40672 	39280 	38753 	40265 	39333 	38725 	: 	: 	42029 	: 	: 	: 	: 	44646 	: 	: 	: 	44623 	: 	: 
TE1026V,DE017C1	38620 	38110 	38175 	38180 	37043 	34857 	33334 	30341 	28945 	27021 	26356 	25647 	25291 	25180 	25112 	24398 	: 	: 	26047 	: 	: 	: 	: 	26707 	: 	: 	: 	23881 	: 	: 
TE1026V,DE018C1	21280 	21645 	21263 	20822 	20403 	20232 	21400 	20720 	21010 	19919 	19076 	18710 	18239 	18410 	18959 	19555 	: 	: 	15530 	: 	: 	: 	: 	12822 	: 	: 	: 	9006 	: 	: 
TE1026V,DE019C1	17597 	17865 	17875 	18352 	18645 	18641 	18823 	18247 	18649 	18214 	18372 	18148 	17940 	18013 	17759 	17844 	: 	: 	13842 	: 	: 	: 	: 	7858 	: 	: 	: 	7291 	: 	: 
TE1026V,DE020C1	13933 	12644 	11902 	11346 	10369 	9663 	8849 	14159 	7275 	6775 	6241 	5784 	5089 	5669 	5866 	6004 	: 	6273 	: 	: 	: 	: 	: 	5867 	: 	: 	: 	4636 	: 	: 
TE1026V,DE021C1	35431 	35606 	35670 	35119 	34573 	32330 	29894 	28813 	: 	: 	28952 	28245 	: 	28422 	29211 	28972 	: 	: 	27405 	: 	: 	: 	: 	31063 	: 	: 	: 	34805 	: 	: 
TE1026V,DE022C1	1716 	6123 	5667 	4915 	3494 	2550 	2007 	1293 	644 	217 	45 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE023C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE025C1	39727 	40905 	46147 	41163 	41078 	45671 	43674 	44489 	35626 	33116 	30760 	26559 	24635 	25992 	26938 	27500 	: 	: 	39007 	: 	: 	: 	: 	25151 	: 	: 	: 	26556 	: 	: 
TE1026V,DE026C1	17245 	17758 	18136 	18814 	19171 	19934 	20295 	27601 	19987 	19179 	18683 	18575 	17924 	17817 	17416 	16976 	: 	: 	: 	: 	: 	: 	: 	15037 	: 	: 	: 	14257 	: 	: 
TE1026V,DE027C1	32237 	32414 	32752 	33288 	32943 	32606 	32281 	31763 	30072 	28670 	27854 	26668 	26450 	28386 	28584 	28145 	: 	: 	26625 	: 	: 	: 	: 	28616 	: 	: 	: 	28388 	: 	: 
TE1026V,DE028C1	31712 	31998 	32212 	31307 	31411 	31275 	30217 	28359 	27499 	24860 	23483 	22546 	22399 	23233 	22992 	22676 	: 	: 	20563 	: 	: 	: 	: 	21949 	: 	: 	: 	22609 	: 	: 
TE1026V,DE029C1	5992 	6437 	6610 	6709 	6492 	6478 	6644 	6721 	6506 	6471 	6187 	5587 	5124 	4953 	5133 	5077 	: 	: 	4170 	: 	: 	: 	: 	2312 	: 	: 	: 	460 	: 	: 
TE1026V,DE030C1	4671 	4578 	4570 	4591 	4896 	4932 	5129 	5000 	4886 	4757 	4576 	4280 	4397 	4611 	4384 	4814 	: 	: 	5389 	: 	: 	: 	: 	5400 	: 	: 	: 	3021 	: 	: 
TE1026V,DE031C1	764 	738 	736 	: 	: 	: 	18 	169 	198 	247 	0 	378 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE032C1	34805 	9695 	9846 	9953 	9923 	10122 	10304 	10440 	10365 	10344 	9788 	9337 	8936 	8336 	8229 	8043 	: 	: 	6975 	: 	: 	: 	: 	5439 	: 	: 	: 	3613 	: 	: 
TE1026V,DE033C1	26498 	26606 	26618 	26051 	25753 	25234 	24781 	23040 	21909 	19905 	18869 	17767 	18024 	18728 	18592 	19111 	: 	: 	: 	: 	: 	: 	: 	17947 	: 	: 	: 	18023 	: 	: 
TE1026V,DE034C1	41181 	40815 b	39836 	38665 	37119 	43365 	33513 	33533 	31510 	26970 	27202 	27159 	27234 	29962 	30892 	30645 	: 	: 	: 	: 	: 	: 	: 	36035 	: 	: 	: 	35828 	: 	: 
TE1026V,DE035C1	40059 	40339 	41668 	42213 	41722 	41470 	39999 	39615 	36816 	34126 	32242 	30468 	27828 	28492 	27920 	27339 	: 	: 	: 	: 	: 	: 	: 	26908 	: 	: 	: 	30357 	: 	: 
TE1026V,DE036C1	8468 	8401 	8440 	8277 	8072 	7800 	7502 	7013 	6644 	5949 	5733 	5737 	5403 	5815 	7096 	6936 	: 	: 	5043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE037C1	37317 	37506 	37449 	37620 	37821 	39392 	40196 	40277 	39782 	38948 	37389 	37241 	37784 	37148 	37500 	37193 	: 	: 	: 	: 	: 	: 	: 	30766 	: 	: 	: 	30705 	: 	: 
TE1026V,DE039C1	35950 	35893 	34869 	34107 	33411 	32746 	31823 	31261 	31339 	30138 	28989 	27952 	27909 	27409 	27132 	27480 	: 	: 	25196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE040C1	31329 	31455 	31370 	31093 	30838 	29544 	28657 	28415 	26864 	25343 	22821 	20972 	19594 	19795 	19598 	19335 	: 	: 	20150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE041C1	25271 	25600 	25233 	24810 	24648 	24541 	24522 	25336 	25026 	24669 	24004 	23420 	22228 	21266 	20763 	20233 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE042C1	16035 	15789 	15228 	14559 	14121 	13968 	13406 	12398 	11444 	10667 	10108 	9378 	9318 	8839 	8750 	8409 	: 	: 	7960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE043C1	14198 	14440 	14958 	14376 	14281 	14427 	14922 	15573 	15847 	15757 	15551 	15002 	14644 	14576 	14599 	14909 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE044C1	17350 	17376 	17365 	17067 	16901 	16713 	16672 	15871 	15981 	14966 	14439 	13692 	12720 	12275 	11801 	10952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE045C1	2962 	3210 	3737 	4620 	4554 	4511 	2541 	3899 	3617 	3071 	3007 	2844 	2701 	2451 	2130 	1880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE046C1	5018 	4958 	4923 	5031 	4882 	4819 	4754 	4737 	4618 	4551 	4467 	4282 	4258 	4172 	4293 	4181 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE048C1	4341 	4484 	4592 	4673 	4689 	4414 	4173 	4105 	3744 	3571 	3568 	3595 	3419 	3614 	3702 	3596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE049C1	10155 	10102 	9996 	9758 	9170 	8425 	8060 	13450 	7655 	7041 	6379 	5969 	5233 	5434 e	5586 e	5532 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE050C1	26842 	27205 	27318 	28035 	27947 	28071 	27437 	26419 	24265 	23139 	22951 	21703 	21705 	23041 	22835 	22399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE051C1	6626 	6975 	6314 	6332 	6658 	6575 	6042 	5757 	5310 	5110 	4976 	4686 	2626 	2492 	2350 	2344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE052C1	9666 	9708 	9651 	9388 	9237 	9178 	8924 	8689 	8350 	7754 	7551 	7351 	7238 	7360 	7327 	7000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE053C1	23903 	24179 	25762 	26221 	26300 	26261 	25088 	23014 	22139 	21222 	20444 	19187 	16643 	18523 	18412 	17724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE054C1	16242 	16242 	16211 	16805 	16496 	16276 	16174 	15504 	14400 	13561 	12783 	12188 	12167 	13256 	13454 	13113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE056C1	2678 	2649 	2639 	2606 	2614 	2606 	2780 	2920 	2961 	2983 	3005 	2802 	2620 	2506 	2447 	2387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE057C1	39958 	40055 	40082 	38962 	37855 	37092 	35659 	13717 	33061 	31457 	31366 	29018 	25777 	27452 	27204 	26363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE058C1	9722 	9654 	9736 	9610 	9110 	8912 	8170 	7964 	7138 	6687 	7116 	7645 	8416 	9498 	10082 	10018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE059C1	12967 	13070 	12990 	12817 	12954 	12737 	12551 	11373 	10995 	9713 	9262 	8725 	8683 	9271 	9129 	9169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE060C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	37 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE061C1	3203 	3220 	3296 	3374 	3333 	3108 	3141 	2867 	2660 	2411 	2168 	1878 	1665 	1514 	1387 	1293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE062C1	12428 	12847 	12984 	12530 	12611 	12633 	12499 	12169 	11878 	9547 	8507 	8098 	8427 	8822 	8510 	8364 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE063C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55 	116 	167 	246 	265 	240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE064C1	2182 	2057 	2170 	2056 	2032 	2097 	2074 	2086 	2103 	2114 	2122 	2099 	2211 	2076 	2154 	2126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE065C1	9730 	9597 	8861 	8533 	8050 	7631 	7136 	6367 	6046 	5617 	5085 	4758 	4114 	4590 	4455 	4367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE066C1	5822 	5888 	5989 	6045 	5876 	5772 	5310 	4789 	4436 	3851 	3379 	3166 	3021 	3037 	2981 	2978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE067C1	4601 	4796 	4926 	5117 	5391 	5336 	4746 	4274 	3786 	3507 	3213 	2901 	2602 	2545 	2611 	2615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE069C1	5230 	5882 	5437 	5919 	5936 	5736 	5505 	5062 	4668 	4367 	4025 	3746 	3544 	3624 	3673 	3485 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE071C1	2336 	2331 	2172 	2201 	2227 	2229 	2373 	2484 	2519 	2589 	2531 	2479 	2529 	2635 	2784 	2929 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE072C1	2379 	2285 	2265 	2364 	2408 	2445 	2302 	1996 	1598 	1385 	1291 	1210 	347 	267 	147 	106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE073C1	4320 	4392 	4390 	4576 	4584 	4513 	4332 	4096 	3709 	3179 	2817 	2500 	2336 	2410 	2268 	2238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE074C1	1602 	1668 	1685 	1611 	1495 	1438 	1387 	1484 	1269 	1263 	1216 	1194 	1216 	1224 	1261 	1219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE075C1	6522 	6294 	5974 	5440 	5312 	5108 	4796 	4470 	4083 	3749 	3529 	3499 	3196 	3125 	2993 	2671 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE076C1	3750 	3626 	3872 	3815 	3710 	3665 	3442 	3113 	2813 	2440 	2227 	2091 	1900 	1836 	1841 	1722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE077C1	2820 	2828 	2758 	2809 	3151 	3222 	3077 	3101 	3097 	2624 	2487 	2299 	2112 	2083 	2092 	2099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE078C1	10018 	10179 	10246 	10414 	10857 	11216 	11449 	11797 	12450 	12256 	12303 	11898 	11504 	10778 	10615 	10235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE079C1	1589 	1491 	1355 	1256 	1225 	1196 	1191 	1025 	836 	651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE080C1	343 	353 	343 	430 	402 	371 	: 	338 	307 	377 	329 	365 	369 	401 	441 	512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE081C1	12264 	12555 	12742 	11771 	11833 	11905 	11294 	10007 	10012 	9036 	8671 	8287 	8184 	8962 	9036 	8422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE082C1	1311 	1232 	1239 	1332 	1365 	1421 	1395 	1514 	1379 	1272 	1117 	1051 	1097 	1152 	1222 	1225 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE501C1	18133 	18264 b	49631 e	45537 	44887 	43787 	41534 	41863 	65295 e	59079 e	54782 e	51652 e	47800 e	48062 e	41246 e	39619 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE502C1	28657 	26513 	28373 	26185 	26241 	26183 	23658 	25309 	23328 	22578 	21514 	20689 	15778 	17312 	18223 	18178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE503C1	5849 	6301 	6168 	5899 	6007 	5945 	5939 	5559 	5504 	4861 	4589 	4278 	4354 	4457 	4516 	4422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE504C1	61734 	60945 	60089 	58250 	56719 	54820 	53642 	50432 	48547 	45724 	44999 	44589 	45059 	47345 	47095 	46232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE505C1	9873 	10378 	10482 	10893 	11410 	11272 	10921 	10331 	10631 	10041 	10051 	10251 	10536 	10124 	10025 	10160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE506C1	20729 	21000 	21116 	21064 	20500 	19365 	18285 	17369 	16325 	15253 	15326 	14521 	13881 	14332 	15201 	15874 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE507C1	58931 	58115 	57573 	56177 	54589 	52758 	50332 	46977 	44004 	39725 	40393 	38601 	37057 	36819 	36396 	35248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE508C1	5802 	5923 	6059 	6380 	6460 	6439 	6110 	5616 	5413 	4858 	4858 	4720 	4554 	4432 	2972 	2838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE509C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE510C1	11973 	11620 	10651 	10117 	9261 	9122 	8185 	8739 	8808 	8441 	7958 	7703 	7606 	7174 	6873 	5620 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE511C1	3761 	3804 	3840 	3763 	4340 	4014 	3784 	3567 	3352 	2764 	2705 	2488 	1916 	2023 	2314 	2174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE513C1	32820 	31380 	30496 	29435 	28173 	27476 	26128 	21981 	25908 	24067 	22993 	21031 	17841 	18595 	18455 	17437 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE514C1	4061 	3997 	3893 	3633 	3083 	2497 	1913 	1540 	1017 	584 	286 	229 	180 	102 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE515C1	311 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE516C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE517C1	25663 	25775 	25605 	25358 	24609 	23696 	21990 	32226 	19881 	18569 	17596 	16880 	16034 	10183 	10575 	11093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE518C1	4596 	4674 	4478 	4320 	4368 	4293 	4280 	4289 	4283 	4172 	4016 	3767 	3741 	3590 	3531 	3445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE519C1	881 	811 	846 	734 	688 	645 	558 	423 	319 	131 	5 	397 e	397 e	397 	271 	206 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE520C1	17906 	17492 	17451 	16908 	16289 	15399 	14132 	13779 	12749 	11823 	11039 	9875 	9794 	11686 	12221 	13001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE521C1	1230 	1274 	1210 	1254 	1300 	1302 	1195 	1044 	984 	812 	853 	866 	983 	1467 	1279 	1080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE522C1	34385 	36254 	35126 	37624 	37600 	37558 	37902 	37301 	34908 	31442 	32808 	31765 	30612 	31965 	31666 	30893 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE523C1	22173 	22159 	21990 	22072 	21610 	21361 	20838 	21846 	18613 	16312 	15468 	14203 	14230 	18343 	15611 	14556 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE524C1	34218 	34388 	34758 	34817 	34687 	33608 	33030 	30829 	29639 	27355 	25894 	25050 	25038 	24762 	23742 	23560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE525C1	2140 	2096 	2207 	2305 	2329 	2324 	2267 	2023 	2015 	1584 	1570 	1526 	1596 	1488 	1484 	1386 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE526C1	2894 	3025 	3092 	3206 	3346 	3291 	3089 	3020 	2977 	2697 	2456 	2298 	2151 	2116 	2118 	2136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE527C1	2921 	: 	2986 	: 	: 	3217 	3219 	3092 	2938 	2860 	2908 	2733 	2589 	2436 	2472 	2256 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE528C1	1596 	1720 	1480 	1495 	1134 	730 	586 	469 	208 	103 	37 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE529C1	8467 	8546 	8268 	8043 	7620 	7234 	6605 	6368 	5721 	4944 	4511 	4025 	3942 	4163 	3991 	3933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE530C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE531C1	779 	769 	754 	704 	693 	691 	683 	640 	630 	615 	633 	565 	452 	552 	583 	593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE532C1	13946 	14204 	14600 	14659 	14697 	14288 	14002 	13544 	12520 	13860 	10906 	10129 	9868 	10204 	10265 	10072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE533C1	5962 	6112 	6093 	6032 	6140 	6043 	5841 	5442 	4942 	4545 	4246 	4103 	4090 	4435 	4607 	4595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE534C1	6700 	6734 	6396 	6336 	6276 	6157 	5966 	5427 	4697 	4065 	3670 	3330 	3095 	3120 	3063 	2965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE535C1	2122 	2008 	1829 	1742 	928 	806 	667 	486 	416 	392 	315 	219 	68 	635 	592 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE536C1	2301 	2325 	2422 	2497 	2521 	2437 	2279 	2180 	2050 	1878 	1707 	1472 	1229 	1145 	1157 	1136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE537C1	5431 	5552 	5761 	5826 	5852 	6235 	6219 	5870 	5461 	5220 	5044 	4615 	4078 	4269 e	4219 e	4068 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE538C1	294 	193 	146 	112 	103 	79 	: 	18 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE539C1	5801 	6012 	6212 	6345 	6729 	7329 	7893 	8295 	8312 	8307 	7460 	6607 	6080 	5685 	5791 	6084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE540C1	19846 	20171 	20119 	20368 	20064 	19815 	19165 	17936 	16186 	14486 	13528 	12522 	12356 	12745 	12704 	12049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE541C1	771 	732 	700 	696 	643 	619 	592 	603 	720 	713 	539 	464 	490 	472 	565 	608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE542C1	12034 	11756 	11454 	11231 	10513 	10015 	9081 	9017 	8652 	8156 	7796 	7077 	7371 	9821 	10657 	9977 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE543C1	2627 	2518 	2427 	2343 	2206 	2041 	1701 	1444 	1330 	1210 	1056 	1075 	1050 	1064 	1051 	1062 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE544C1	3343 	3778 	4006 	4214 	4401 	4399 	4509 	4576 	4728 	4814 	4795 	4515 	4391 	4283 	4206 	4158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE545C1	28272 	28538 	29025 	29157 	29491 	29002 	28285 	26544 	32354 	27745 	26345 	25036 	25579 	25983 	25125 	24137 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE546C1	23792 	23371 	22776 	22727 	21511 	20452 	19223 	17739 	16816 	14274 	14036 	13810 	14117 	13817 	13891 	13634 	: 	: 	14484 	: 	: 	: 	: 	18145 	: 	: 	: 	18310 	: 	: 
TE1026V,DE547C1	17066 	21728 	21836 	22010 	22327 	22816 	23556 	24409 	25201 	25676 	25564 	25147 	25126 	25024 	24731 	24040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DE549C1	1796 	1951 	1987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1026V,DK	: 	: 	: 	: 	: 	: 	: 	247260 	240845 	224259 	: 	: 	: 	: 	: 	195495 	: 	: 	189449 	189162 	189970 	183274 	: 	: 	: 	: 	: 	: 	: 	: 
