indic_ur,cities\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TE1039V,LV	: 	8 	9 	10 	10 	: 	: 	11 	12 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,LV001C1	: 	: 	: 	: 	: 	: 	: 	7 	6 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,MT	: 	18 	18 	20 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,MT001C1	: 	21 	23 	26 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,PT	: 	: 	: 	: 	: 	: 	: 	: 	23 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,RO	: 	16 	18 	19 	19 	: 	: 	17 	18 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE	: 	: 	: 	: 	: 	: 	: 	: 	6 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE001C1	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE001K1	: 	: 	: 	: 	: 	: 	: 	: 	6 	79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE002C1	: 	: 	: 	: 	: 	: 	: 	: 	6 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE003C1	: 	: 	: 	: 	: 	: 	: 	: 	7 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE004C1	: 	: 	: 	: 	: 	: 	: 	: 	4 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE005C1	: 	: 	: 	: 	: 	: 	: 	: 	3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE006C1	: 	: 	: 	: 	: 	: 	: 	: 	4 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE007C1	: 	: 	: 	: 	: 	: 	: 	: 	3 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SE008C1	: 	: 	: 	: 	: 	: 	: 	: 	5 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SI	: 	4 	4 	5 	5 	4 	4 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SI001C1	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SI002C1	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1039V,SK	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	14 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG001C1	: 	: 	: 	: 	: 	: 	: 	: 	6 e	: 	: 	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG002C1	: 	: 	: 	: 	: 	: 	: 	: 	6 e	: 	: 	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG003C1	: 	: 	: 	: 	: 	: 	: 	: 	6 e	: 	: 	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG004C1	: 	: 	: 	: 	: 	: 	: 	: 	6 e	: 	: 	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG005C1	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG006C1	: 	: 	: 	: 	: 	: 	: 	: 	6 e	: 	: 	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG007C1	: 	: 	: 	: 	: 	: 	: 	: 	17 e	: 	: 	22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG008C1	: 	: 	: 	: 	: 	: 	: 	: 	6 e	: 	: 	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG009C1	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG010C1	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG011C1	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG012C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG013C1	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG014C1	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG015C1	: 	: 	: 	: 	: 	: 	: 	: 	11 e	: 	: 	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG016C1	: 	: 	: 	: 	: 	: 	: 	: 	7 e	: 	: 	10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG017C1	: 	: 	: 	: 	: 	: 	: 	: 	17 e	: 	: 	22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,BG018C1	: 	: 	: 	: 	: 	: 	: 	: 	7 e	: 	: 	10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE	: 	: 	: 	: 	: 	: 	: 	: 	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE001C1	10 e	10 e	9 e	9 e	10 e	9 e	11 e	: 	11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE002C1	11 e	7 e	9 e	9 e	11 e	10 e	8 e	: 	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE003C1	6 e	5 e	5 e	6 e	4 e	4 e	5 e	: 	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE004C1	9 e	11 e	9 e	8 e	8 e	9 e	9 e	: 	11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE005C1	5 e	8 e	8 e	10 e	8 e	8 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE006C1	15 e	12 e	12 e	10 e	8 e	9 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE007C1	10 e	8 e	5 e	8 e	4 e	5 e	6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE008C1	5 e	7 e	10 e	7 e	7 e	7 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE009C1	6 e	6 e	5 e	3 e	1 e	2 e	2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE010C1	9 e	9 e	8 e	9 e	12 e	12 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE011C1	8 e	4 e	5 e	5 e	5 e	8 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE012C1	14 e	12 e	10 e	9 e	8 e	9 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE013C1	8 e	8 e	6 e	7 e	7 e	7 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE014C1	10 e	13 e	18 e	11 e	7 e	11 e	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE015C1	12 e	8 e	10 e	7 e	3 e	6 e	10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE017C1	6 e	8 e	7 e	7 e	7 e	8 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE018C1	6 e	6 e	9 e	9 e	3 e	3 e	3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE019C1	8 e	10 e	11 e	9 e	1 e	3 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE020C1	13 e	15 e	10 e	14 e	9 e	7 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE021C1	1 e	2 e	3 e	4 e	1 e	2 e	2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE022C1	6 e	8 e	6 e	5 e	7 e	9 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE023C1	15 e	7 e	7 e	13 e	9 e	14 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE025C1	4 e	2 e	1 e	1 e	2 e	4 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE026C1	7 e	6 e	6 e	13 e	6 e	8 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE027C1	5 e	4 e	7 e	7 e	2 e	2 e	2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE028C1	4 e	8 e	3 e	5 e	1 e	2 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE029C1	0 e	4 e	4 e	2 e	8 e	6 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE030C1	7 e	9 e	7 e	2 e	3 e	4 e	4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE031C1	27 e	10 e	6 e	7 e	3 e	6 e	10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE032C1	6 e	10 e	9 e	3 e	2 e	5 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE033C1	9 e	14 e	16 e	11 e	7 e	8 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE034C1	5 e	10 e	7 e	5 e	5 e	7 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE035C1	3 e	3 e	3 e	5 e	4 e	5 e	4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE036C1	11 e	13 e	13 e	13 e	13 e	16 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE037C1	7 e	5 e	6 e	7 e	10 e	8 e	10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE039C1	5 e	8 e	10 e	9 e	8 e	10 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE040C1	15 e	14 e	9 e	7 e	10 e	14 e	17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE041C1	3 e	7 e	9 e	11 e	9 e	5 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE042C1	7 e	3 e	6 e	14 e	11 e	13 e	17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE043C1	5 e	3 e	3 e	6 e	6 e	5 e	3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE044C1	9 e	7 e	8 e	7 e	4 e	5 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE045C1	19 e	8 e	5 e	12 e	17 e	13 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE046C1	10 e	13 e	10 e	9 e	9 e	12 e	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE047C1	15 e	13 e	11 e	20 e	17 e	13 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE048C1	19 e	27 e	19 e	16 e	26 e	15 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE049C1	8 e	12 e	20 e	24 e	7 e	7 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE050C1	3 e	10 e	12 e	0 e	0 e	1 e	1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE051C1	2 e	10 e	8 e	10 e	8 e	10 e	10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE052C1	0 e	3 e	8 e	8 e	12 e	11 e	11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE053C1	5 e	6 e	4 e	2 e	6 e	3 e	2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE054C1	5 e	3 e	2 e	0 e	0 e	0 e	1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE055C1	16 e	15 e	13 e	16 e	23 e	22 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE056C1	15 e	9 e	16 e	12 e	0 e	3 e	3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE057C1	7 e	9 e	6 e	3 e	4 e	3 e	3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE058C1	6 e	3 e	10 e	7 e	7 e	8 e	6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE059C1	1 e	0 e	1 e	4 e	5 e	3 e	3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE060C1	16 e	14 e	10 e	8 e	11 e	19 e	18 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE061C1	16 e	8 e	14 e	27 e	2 e	5 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE062C1	5 e	1 e	4 e	7 e	16 e	10 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE063C1	17 e	6 e	5 e	2 e	8 e	11 e	14 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE064C1	12 e	22 e	29 e	36 e	0 e	3 e	6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE065C1	20 e	5 e	3 e	7 e	9 e	11 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE066C1	2 e	3 e	6 e	3 e	6 e	3 e	2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE067C1	17 e	12 e	29 e	15 e	17 e	14 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE068C1	10 e	6 e	8 e	6 e	6 e	9 e	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE069C1	15 e	20 e	16 e	4 e	2 e	3 e	3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE070C1	4 e	5 e	15 e	15 e	16 e	13 e	20 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE071C1	4 e	11 e	2 e	6 e	3 e	4 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE072C1	5 e	6 e	4 e	4 e	0 e	0 e	1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE073C1	1 e	2 e	0 e	4 e	20 e	28 e	26 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE074C1	10 e	0 e	0 e	0 e	0 e	0 e	2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE075C1	7 e	10 e	0 e	2 e	4 e	6 e	6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE076C1	9 e	4 e	3 e	0 e	0 e	3 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE077C1	16 e	10 e	3 e	6 e	2 e	5 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE078C1	9 e	13 e	0 e	0 e	7 e	13 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE079C1	6 e	4 e	0 e	5 e	14 e	10 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE080C1	18 e	13 e	12 e	16 e	5 e	2 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE081C1	0 e	0 e	1 e	4 e	4 e	3 e	5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE082C1	25 e	12 e	18 e	9 e	3 e	5 e	6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE501C1	18 e	21 e	20 e	15 e	10 e	12 e	11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE502C1	6 e	8 e	8 e	7 e	8 e	9 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE503C1	15 e	18 e	17 e	20 e	15 e	11 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE504C1	2 e	2 e	2 e	3 e	5 e	4 e	4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE505C1	9 e	7 e	1 e	3 e	9 e	6 e	4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE506C1	3 e	4 e	6 e	7 e	4 e	6 e	4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE507C1	3 e	2 e	3 e	4 e	6 e	4 e	3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE508C1	7 e	13 e	9 e	8 e	10 e	9 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE509C1	10 e	13 e	19 e	14 e	13 e	15 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TE1040V,DE510C1	7 e	12 e	7 e	2 e	6 e	6 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
